id	nome	data	estado	cidade	conteudo	resposta	status
54	Casas Bahia	 15/04/2021	MG	Governador Valadares	"
				Tenho um carnê no valor de 18x 82,30 que paguei algumas parcelas porém consta uma parcela em atraso, queria pedir a diminuição no valor dessa parcela para um valor de até 50 reais facilitando o pagamento por mês, sem alterar na quantidade de parcela e se possível alteração da data de vencimento para todo dia 28 do mês"	"
				Olá Sra. Cileia , boa tarde!_x005F_x000D_
_x005F_x000D_
Pedimos desculpas pelo ocorrido._x005F_x000D_
_x005F_x000D_
A reclamação gerou protocolo de atendimento 22820351_x005F_x000D_
_x005F_x000D_
Realizamos tentativa de contato com consumidora Sra. Cileia Nonato de Freitas na data de ontem 23/04/2021 no telefone informado no site, porém não logramos êxito:_x005F_x000D_
_x005F_x000D_
8:41 23/04/2021 (33) 991974202 só chama. _x005F_x000D_
_x005F_x000D_
Nova tentativa na data de hoje 24/04/2021 também sem êxito:_x005F_x000D_
_x005F_x000D_
1:16 24/04/2021  (33) 991974202 Só chama._x005F_x000D_
_x005F_x000D_
Informamos posicionamento da área de Renegociação de dívidas:_x005F_x000D_
_x005F_x000D_
Sistema permite ofertar propostas de acordo somente a partir de 61 dias de atraso. Contrato da cliente 21 1537 00562765 esta 11 dias de atraso, onde sistema permite ofertar somente desconto de juros por atraso na parcela._x005F_x000D_
_x005F_x000D_
Solicitamos Gentilmente que avalie o atendimento realizado pelo canal consumidor.gov.br_x005F_x000D_
 _x005F_x000D_
Agradecemos a compreensão e nos colocamos à disposição, esperando estar sempre à altura de suas _x005F_x000D_
exigências. _x005F_x000D_
_x005F_x000D_
Central de Relacionamento Casas Bahia_x005F_x000D_
Rosione"	"
				Não avaliado pelo consumidor"
55	Decolar.com	 16/04/2021	MG	Timóteo	"
				Venho através da presente reclamação solicitar que me informem em qual data será reembolsada a quantia de R$2152,57, proveniente do estorno de uma passagem que comprei no ano passado. Abri uma reclamação no dia 17/02/2021 e através do e-mail vocês me informaram a anuência quanto ao reembolso, inclusive solicitaram minha conta bancária."	"
				Olá Alexandre, _x005F_x000D_
_x005F_x000D_
De acordo com seu pedido registrado no site www.consumidor.gov.br, informamos que  lhe enviamos a resposta de forma privada. Desse modo, a Decolar está finalizando a solicitação no www.consumidor.gov.br. Lembre-se que, você pode consultar e administrar suas reservas acessando a seção “Minhas viagens” em nosso site._x005F_x000D_
_x005F_x000D_
Equipe Decolar_x005F_x000D_
_x005F_x000D_
Yasmin Nascimento_x005F_x000D_
_x005F_x000D_
Departamento Jurídico – Decolar.Com_x005F_x000D_
_x005F_x000D_
 _x005F_x000D_
_x005F_x000D_
A Decolar respeita e observa os entes regulatórios, inclusive não podendo exercer qualquer atividade estranha ao mencionado nos artigos 3º e 4º da Lei das Agências de Viagem, sob pena de perda de seu cadastro e autorização de funcionamento perante a CADASTUR. Também acompanha e segue todas as orientações governamentais, de acordo com a Notas Técnicas do Senacon (2/2020 – Processo 08012.000543/XXXXX-X1 - 11/2020 – Processo 08012.000683/XXXXX-X0), Ofício Circular do Senacon (4/2020) e Termo de Ajuste de Conduta firmado pelas principais companhias aéreas do Brasil, onde foram criadas regras para o cancelamento de voos nacionais e internacionais por conta da pandemia do COVIDXXXXX-X9, procurando a preservação do crédito para utilização no primeiro momento possível."	"
				Não avaliado pelo consumidor"
56	Oi Fixo	 15/04/2021	MG	Belo Horizonte	"
				Irei me mudar e o endereço não possui cobertura Oi fixa. Sendo assim, eu não tenho culpa a operadora nao ter o serviço la e estou me mudando por necessidade. Não é correto ser cobrada por fidelidade já que não e algo que EU estou escolhendo."	"
				""Em atenção à reclamação realizada, finalizamos a avaliação e o tratamento, porém não conseguimos contato para prestar esclarecimentos. Em anexo segue carta com detalhes do tratamento._x005F_x000D_
_x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido_x005F_x000D_
_x005F_x000D_
Peço que avalie. Sua opinião é importante e contribuirá para qualidade do meu atendimento”"	"
				Não avaliado pelo consumidor"
57	Oi Fixo	 15/04/2021	MG	Contagem	"
				No dia 07/04/2021 vencimento da minha conta, ela ainda não tinha chegado. Liguei no atendimento para solicitar conta pelo wattsap, porem como não veio o detalhamento da conta liguei para falar com atendente, o atendente me falou que meu plano estava em 82,00. Um plano básico! Pode? _x005F_x000D_
(Protocolo XXX.XXX.XXX-XX999 atendimento com operador e solicitação de 2°viaXXX.XXX.XXX-XX051)._x005F_x000D_
_x005F_x000D_
Liguei novamente e cancelei a linha._x005F_x000D_
Por que:_x005F_x000D_
Eu estava em uma promoção que pagava 25,90._x005F_x000D_
Antes da promoção eu tinha um plano básico que era 41,90, _x005F_x000D_
Na promoção incluía os benefícios como os serviços digitais, que eu só aceitei porque estava na promoção._x005F_x000D_
Essa promoção acabou, e meu plano fui reajustado para 82.00, Eu não fazia a mínima ideia que um plano poderia ter de 50% de aumento assim._x005F_x000D_
So hoje dia 15/04/2021 de posse da conta detalhada liguei para contestar pelo menos o pacote serviços digitais SUPER, uma vez que esse eu tinha aceitado por conta da promoção._x005F_x000D_
A operadora disse que não pode contestar porque faz parte do plano. (Protocolo contestação: 2021 639443110 e recebi outro por SMS XXX.XXX.XXX-XX16) _x005F_x000D_
_x005F_x000D_
Agora? Digam-me uma coisa? O que é esse tal de pacote serviços digital SUPER?_x005F_x000D_
_x005F_x000D_
Pedi então para contestar o valor do plano, ela disse que não podia também porque todos os planos da oi estavam sendo reajustado para esse valor._x005F_x000D_
Agora fica a minha indignação, meu plano era 41,90 e ao termino da promoção foi reajustado em +- 50% ? Então não adiantou a promoção._x005F_x000D_
_x005F_x000D_
Eu quero pagar essa conta no valor normal de um plano básico, uma vez que eu não uso esses minutos de ligação local, e só usava o identificador de chamadas._x005F_x000D_
_x005F_x000D_
Eu cancelei a minha linha no atendimento automático, mas liguem também varias vezes no cancelamento para obter mais informações e nenhum operador deu a mínima por meu problema. A única coisa que eles abem falar é “ Eu entendo” o tempo todo fala que entende, tem vezes que a gente nem completa a frase e eles já estão entendendo._x005F_x000D_
_x005F_x000D_
Em um dos atendimentos o operador me chamou de Dona Joelma, (XXX.XXX.XXX-XX723) eu desliguei, porque se um operador que não me conhece me chama de Dona, eu suponho que não ira resolver meu problema, e de fato nenhum deles resolveu,_x005F_x000D_
(XXX.XXX.XXX-XX074/XXX.XXX.XXX-XX941/XXX.XXX.XXX-XX344/XXX.XXX.XXX-XX30)._x005F_x000D_
_x005F_x000D_
Mas, para não ficar confusa a minha reclamação é sobre a contestação,protocolo dia 15/04/2021/ _x005F_x000D_
 atendimento XXX.XXX.XXX-XX10 e o XXX.XXX.XXX-XX16 que recebi  por sms )."	"
				Conforme contato realizado no dia 24/04/2021 às 11:13H, sua solicitação foi atendida e devidamente esclarecida. Em anexo segue carta com detalhes do tratamento._x005F_x000D_
_x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido._x005F_x000D_
_x005F_x000D_
Peço que avalie. Sua opinião é importante e contribuirá para qualidade do meu atendimento”"	"
				Não avaliado pelo consumidor"
58	Oi Fixo	 14/04/2021	MG	Contagem	"
				Sem meu conhecimento a operadora fez um plano de internet no meu nome sendo que nao solicitei e nem tenho conhecimento dessa contratação, por diversas vezes tentei entrar em contato com a operadora pra receber esclarecimentosmas fui mal atendida e não obtive sucesso , negativaram meu nome por um produto que não utilizei e nem solicitei"	"
				""Em atenção à reclamação realizada, finalizamos a avaliação e o tratamento, porém não conseguimos contato para prestar esclarecimentos. Em anexo segue carta com detalhes do tratamento._x005F_x000D_
_x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido_x005F_x000D_
_x005F_x000D_
Peço que avalie. Sua opinião é importante e contribuirá para qualidade do meu atendimento”"	"
				Não avaliado pelo consumidor"
59	Oi Fixo	 15/04/2021	MG	Belo Horizonte	"
				Em fevereiro de 2021 passei a receber cobranças de dívidas em atraso. Acessei o site do SERASA e constatei que as dívidas venceram em 2015. Após contato com a minha advogada, fui informado que esta não pode mais ser cobradas, pois está prescrita._x005F_x000D_
_x005F_x000D_
Assim, peço que retirem a dívida do SERASA._x005F_x000D_
_x005F_x000D_
Seguem os dados:_x005F_x000D_
_x005F_x000D_
Tipo da dívida: FIXO - XXX.XXX.XXX-XX_x005F_x000D_
Contrato nº XXX.XXX.XXX-XXXXX.XXX.XXX-XXXXXXX-X01511_x005F_x000D_
Data da dívida: 28/12/2015_x005F_x000D_
Valor: R$ 126,34._x005F_x000D_
_x005F_x000D_
Obrigado!"	"
				Conforme contato realizado no dia 24/04/2021 às 09:17, sua solicitação foi atendida e devidamente esclarecida. Em anexo segue carta com detalhes do tratamento._x005F_x000D_
_x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido._x005F_x000D_
_x005F_x000D_
Peço que avalie. Sua opinião é importante e contribuirá para qualidade do meu atendimento”"	"
				Não avaliado pelo consumidor"
60	Oi Celular	 14/04/2021	MG	Belo Horizonte	"
				Na data de 02/06/19 foi contratada a oferta OI MAIS–TOP da linha titular XXX.XXX.XXX-XX com duas linhas dependentes, XXX.XXX.XXX-XX e XXX.XXX.XXX-XX, pelo valor total de 159,90 (sendo o plano no valor de R$99,90 somados a R$29,90 por cada uma das linhas dependentes). A oferta daria direito ao Requerente e aos seus dependentes a franquia de dados para celular de 50 GB por mês, SMS ilimitado para qualquer operadora e minutos ilimitados para qualquer operadora para ligações locais ou longa distância nacional para número móvel ou fixo da OI ou de qualquer operadora do Brasil, sem qualquer outro custo adicional._x005F_x000D_
 Em 10/2020 foi realizada a portabilidade da linha titular e da linha dependente XXX.XXX.XXX-XX para a operadora VIVO. Já a linha XXX.XXX.XXX-XX permaneceu na operadora OI até 02/01/2021, mas sob a modalidade PRE-PAGO tendo a alteração de plano de pós-pago para pré-pago solicitada à empresa OI em 10/2020. _x005F_x000D_
Como é de notório saber, o plano pré-pago caracteriza-se pelo pagamento antecipado do serviço que se pretende utilizar e, portanto, não gera qualquer tipo de fatura ou cobrança futura. Contudo, em 01/2021 a OI equivocadamente enviou carta de cobrança referente à linha XXX.XXX.XXX-XX no valor de R$1.738,32 (hum mil setecentos e trinta e oito reais e trinta e dois centavos) referente à suposta utilização da linha no período compreendido entre 13/12/2020 a 07/01/2021._x005F_x000D_
Diante da cobrança indevida foram realizados diversos contatos com a empresa para que a questão fosse resolvida de forma administrativa conforme os protocolos já informados em campo específico. Contudo, todas as tentativas restaram infrutíferas e a manutenção da cobrança indevida acabou por culminar na negativação do titular da linha que teve o seu nome incluído, indevidamente, nos cadastros de proteção ao crédito, causando-lhe ainda mais transtornos. _x005F_x000D_
Com vistas a comprovar os fatos narrados junta-se: 1.contrato de adesão da oferta OI MAIS–TOP; 2. contrato de adesão de portabilidade das linhas; 3. fatura com a cobrança indevida; 4. comprovante de negativação; 5. procuração e OAB da procuradora do titular da linha que esta subscreve."	"
				""Conforme contato realizado no dia 24/04/2021 às 14:40, estamos trabalhando para solucionar sua solicitação e estamos nos esforçando para atende-la o mais rápido possível. O prazo para a resposta pública no site é hoje, esclarecemos que o canal continuará aberto por mais 20 dias. Pedimos que você ainda não avalie este atendimento, por favor realizar somente após a resolução._x005F_x000D_
Continuamos à disposição através da opção interagir com o fornecedor que ficará disponível aqui no site”._x005F_x000D_
Conforme acordado, estamos realizando a análise referente as Faturas 11/2020 R$2.763,98, 12/2020 R$2.613,27 e R$01/2021 R$1.738,32, para possivelmente realizarmos o cancelamento delas e retirar o nome do consumidor do Serasa. _x005F_x000D_
Pedimos para que não avalie está resposta, pois conforme falamos, iremos retornar o contato e formalizar uma carta com as informações sobre a tratativa da linha XXX.XXX.XXX-XX._x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido._x005F_x000D_
_x005F_x000D_
Até logo,_x005F_x000D_
(Vinícius)"	"
				Não avaliado pelo consumidor"
61	Oi Celular	 14/04/2021	MG	Paraguaçu	"
				Bom dia, Possuo 3 linhas móveis em um plano com a oi e gostaria de passar duas delas para pré pago..._x005F_x000D_
Já pedi pra passar pra mim, mas acredito que não foi concluido, pois ainda está chegando faturas..._x005F_x000D_
São elas: 35 XXXXX-X902 e 35 XXXXX-X422_x005F_x000D_
A outra linha, foi me ofertado um plano de 30 reais e gostaria de estar colocando nela se possivel._x005F_x000D_
Muito obrigado."	"
				Conforme contato realizado no dia 23/04/2021 às 09he39min, sua solicitação foi atendida e devidamente esclarecida. Em anexo segue carta com detalhes do tratamento._x005F_x000D_
_x005F_x000D_
Uma dica: pelo Smartphone talvez você não consiga consultar os anexos disponibilizados. Isto pode acontecer devido à funcionalidade que varia de aparelho para aparelho, mas pelo computador ou Notebook o acesso ao anexo é garantido._x005F_x000D_
_x005F_x000D_
Peço que avalie. Sua opinião é importante e contribuirá para qualidade do meu atendimento_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
62	Claro Celular	 15/04/2021	MG	Juiz de Fora	"
				Tinha um plano controle desde sempre,simplesmente me ofereceram 
Um plano com mais benéfico onde eu pagaria o mesmo valor, tem dois meses que pago mais de 90.00 sendo que não foi esse o acordado, exigindo a correção dos valores, pois não aceito ,sempre paguei 49,99 não tem porque aumentar o valor de um plano que me atende perfeitamente"	"
				""Prezado(a) Sr(a). Alex, em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você pode nos contatar utilizando a opção “Interagir com Fornecedor”, essa opção fica disponível no site até que você avalie a nossa resposta, ou ainda, através dos canais exclusivos informados na carta em anexo. Lembre-se, sua avaliação, nos ajuda na construção de um atendimento mais eficiente e desta forma, caso o meu atendimento tenha sido satisfatório, gostaria de contar com sua avaliação positiva como """"SIM"""", atribuindo uma boa nota ao meu atendimento, sendo 5 a nota máxima, a sua opinião é muito importante para nós e imprescindível para um feedback ao meu trabalho. Atenciosamente, JOAO"""	"
				Não avaliado pelo consumidor"
63	Claro Celular	 13/04/2021	MG	Belo Horizonte	"
				Tive o mesmo problema no mês passado, e volta a se repetir. Esta sendo cobrado uma revista que não pedi e mais uma vez a Claro mantém no meu pacote e gera a cobrança, solicitei a atendente da última reclamação que postei aqui para corrigir e cobrar o meu pacote de acordo com o que solicitei, meu pacote é apenas de Internet e MAIS NADA! A Claro insiste em tentar cobrar indevidamente um serviço que nunca pedi. Quero a correção do meu boleto que vence dia 20/04 para que eu possa realizar o pagamento. Espero que eu consiga pagar no mês de maio o boleto com o valor certo de R$99,90. Contrato: 013/036097803"	"
				""Prezado(a) Sr(a). Rafaela, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, KAROLINY"""	"
				Não avaliado pelo consumidor"
64	Claro Celular	 15/04/2021	MG	Contagem	"
				mudei de aparelho e fui colocar meu chip da claro e logo em seguida pediu uma atualização e pediu código PIN...como eu não tinha esse código liguei na operadora que me passou 3 números e nenhum foi o certo, meu chip foi bloqueado, não consigo nem acessar o aplicativo para cancelar meu pacote que pago o valor de 39,90 mensal...já que me atenderam super mau eu quero cancelar esse  pacote e que estornem o valor.. COMO MEU CHIP NÃO FUNCIONA, ACABEI COMPRANDO OUTRO, POIS PRECISO DA INTERNET PARA ESTUDAR XXX.XXX.XXX-XX"	"
				""Prezado(a) Sr(a). DURVALINO FERREIRA DOS, Em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você poderá nos contatar utilizando a opção “Interagir com Fornecedor”, ou ainda, através dos canais exclusivos informados na carta em anexo. Atenciosamente, ESTEFANIA"""	"
				Não avaliado pelo consumidor"
65	Claro Celular	 15/04/2021	MG	Betim	"
				Boa tarde, estou tentando renegociar as dívidas, pois voltei a trabalhar a pouco não consigo. Ainda descobrir que meu numero cancelaram ele. Numero que tenho há mais de 15 anos. Voces entende o tamanho do prejuizo, tendo em vista que dependo unica e exclusivamente desse numero para trabalhar?_x005F_x000D_
_x005F_x000D_
O numero para o qual preciso resolve é 31 9960064337_x005F_x000D_
_x005F_x000D_
o NUMERO QUE PODEM ME LIGAR É  31 981172244 -"	"
				""Prezado(a) Sr(a). DRIESE, em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você pode nos contatar utilizando a opção “Interagir com Fornecedor”, essa opção fica disponível no site até que você avalie a nossa resposta, ou ainda, através dos canais exclusivos informados na carta em anexo. Lembre-se, sua avaliação, nos ajuda na construção de um atendimento mais eficiente e desta forma, caso o meu atendimento tenha sido satisfatório, gostaria de contar com sua avaliação positiva como """"SIM"""", atribuindo uma boa nota ao meu atendimento, sendo 5 a nota máxima, a sua opinião é muito importante para nós e imprescindível para um feedback ao meu trabalho. Atenciosamente, CAROLINE"""	"
				Não avaliado pelo consumidor"
66	Claro Celular	 12/04/2021	MG	Belo Horizonte	"
				No dia 03 de março eu solicitei a migração do meu telefone móvel para o pré pago e posteriormente foi acordado ainda que eu ficaria com o serviço de internet 35 mega + telefone, nos valores de R$ 104,99 + R$ 18,65, totalizando R$ 123,64. No entanto a fatura veio cobrando o valor integral do serviço móvel e do plano anterior, totalizando R$ 271. Tentei contato por telefone mas não me retornaram, liguei no dia 09.04 e 12.04."	"
				""Prezado(a) Sr(a). Mara, em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você pode nos contatar utilizando a opção “Interagir com Fornecedor”, essa opção fica disponível no site até que você avalie a nossa resposta, ou ainda, através dos canais exclusivos informados na carta em anexo. Lembre-se, sua avaliação, nos ajuda na construção de um atendimento mais eficiente e desta forma, caso o meu atendimento tenha sido satisfatório, gostaria de contar com sua avaliação positiva como """"SIM"""", atribuindo uma boa nota ao meu atendimento, sendo 5 a nota máxima, a sua opinião é muito importante para nós e imprescindível para um feedback ao meu trabalho. Atenciosamente, CARLOS"""	"
				Não avaliado pelo consumidor"
67	Claro Celular	 13/04/2021	MG	Belo Horizonte	"
				Desde o mês de agosto de 2020, a Reclamada CLARO CELULAR S.A. vem, semanalmente, debitando indevidamente dos créditos que recarrego no meu plano pré pago PREZÃO 31 81015591._x005F_x000D_
Fui informada através do SAC da reclamada que o que está sendo cobrado é o serviço intitulado ""UOL Curso de bolso"", cujo valor semanal é de R$4,99, perfazendo o total cobrado indevidamente em R$89,82 no período entre 04/08/2020 a 12/04/2021 (18 cobranças )_x005F_x000D_
Não solicitei e nem utilizei este serviço, inclusive, liguei através do 1052 reclamando tais cobranças, mas fui informada que não seria possível a restituição dos valores cobrados."	"
				""Prezado(a) Sr(a). ANNATALIANA, em atenção à sua reclamação verifique o """"ANEXO"""" ao lado da opção """"DETALHES"""" a carta resposta contendo todas as informações de tratamento. Observação: Em caso de consulta pelo celular, poderá não ser disponibilizado a carta em anexo pois depende da funcionalidade de cada aparelho. Dessa forma, caso não consiga visualizar o anexo através do seu aparelho celular, orientamos acessar a resposta através do computador/Tablet. Qualquer dificuldade em visualizar o anexo ou dúvida na solução apresentada, você pode nos contatar utilizando a opção “Interagir com Fornecedor”, essa opção fica disponível no site até que você avalie a nossa resposta, ou ainda, através dos canais exclusivos informados na carta em anexo. Lembre-se, sua avaliação, nos ajuda na construção de um atendimento mais eficiente e desta forma, caso o meu atendimento tenha sido satisfatório, gostaria de contar com sua avaliação positiva como """"SIM"""", atribuindo uma boa nota ao meu atendimento, sendo 5 a nota máxima, a sua opinião é muito importante para nós e imprescindível para um feedback ao meu trabalho. Atenciosamente, ALEXANDRE"""	"
				Não avaliado pelo consumidor"
68	Itaú Unibanco Crédito Imobiliário	 09/04/2021	MG	Belo Horizonte	"
				Desde 7 de Janeiro estou tentando o financiamento de um imóvel e até então não consegui._x005F_x000D_
Está na etapa de avaliação há tempos sem atualização._x005F_x000D_
_x005F_x000D_
A etapa do contrato só ocorreu dia 15/03/2021 e houve ainda um problema com o FGTS que só pegaram uma parte dele. Após isso não ouve mais retorno do contrato e afins. _x005F_x000D_
_x005F_x000D_
Observei também que pessoas que solicitaram o financiamento após o meu já estão morando em suas casas nova. Peço por favor que verifiquem o andamento da minha proposta, a moça da imobiliária informou que foi aconselhada abrir ouvidoria para o meu caso. _x005F_x000D_
_x005F_x000D_
Aguardo resposta. _x005F_x000D_
_x005F_x000D_
Obrigada."	"
				Boa tarde Nayara._x005F_x000D_
_x005F_x000D_
Em relação à sua manifestação aberta por meio deste canal, com o protocolo nº 2021.04/XXX.XXX.XXX-XX, informamos que sua solicitação está em tratamento junto a área gestora._x005F_x000D_
_x005F_x000D_
Para mais informações, veja a resposta no campo “Detalhes”._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
_x005F_x000D_
Paulo Roberto Perrone_x005F_x000D_
Financiamento Imobiliário | Itaú Unibanco S/A_x005F_x000D_
Itaú - Feito para você_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
69	Itaú Unibanco Capitalização	 21/04/2021	MG	Cambuí	"
				No ano de 2017 contratei uma capitalização PIC no Itau, na hora de preenchimento como nao entendi direito, achando q era seguro coloquei o nome da minha ex esposa Natalia de Queiroz Lima Souza Cpf XXX.XXX.XXX-XX, dentro de 4anos foi descontado no começo 20,00 e no final no plano  22,92 em minha conta ag 8005 cc 11100 , q no final iria resgatar 1.010,00, pra minha surpresa o titulo estava no nome da ex esposa Natalia, expliquei a situação pro gerente liguei no sac, expliquei td q tinha acontecido,  falei q nao tenho como entrar em contato com ela por ela tem um medida protetiva, msm assim nao consegui resolver o problema, me humilhei pra minha ex esposa, com perigo de ate ser preso pela medida q ela tem, expliquei a situação mais como ja estamos separado a quase 4anos, ela disse q ira resgatar esse valor e nao me devolver. O mais triste q durante 4anos era descontado de minha conta tds mes. Qria q o banco tomasse um providencia e depositasse este dinheiro em minha conta, as parcela saiu de minha conta, nao tem nada a ver com a Natalia. Desde ja espero uma resolução o mais rápido, obrigado"	"
				_x005F_x000D_
Olá Rafael, conforme nosso contato telefônico em 24/04/2021 às 12:06 ), verificamos que a sua manifestação se trata titulo de capitalização._x005F_x000D_
_x005F_x000D_
Em contato com a Seguradora Itaú Seguros S/A, recebemos a informação de que o titulo já foi resgatado por Natália a titular, em ordem de pagamento 26/03/2021. _x005F_x000D_
Conforme as regras deste produto nós do Site Consumidor.gov ficamos impossibilitados de atender a solicitação devido as condições gerais do titulo._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
Vivian Batista _x005F_x000D_
Atendimento | Consumidor.Gov_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
70	Samsung	 22/04/2021	MG	Lavras	"
				Tenho aparelho Galaxy S8 comprado no lançamento, esta com problema na bateria ele não consegue manter ligado mais, ele ja saiu da garantia da Samsung. Como moro no interior não possui assistência técnica autorizada da Marca. Entrei em contato com SAC da Samsung para fazer o reparo e mandar para uma autorizada, foi encaminhado numero de postagem, postei o aparelho nos correio, foi para autorizada da cidade de Marilia/SP - Loja Mega Center. Depois de fazer a avaliação do aparelho por possuir um trinco na tampa traseira me encaminharam e-mail solicitando pagamento de R$ 354,64 somente para fazer a troca da tampa traseira. Um absurdo este valor, totalmente fora do solicitado no site da Samsung. Além Do valor absurdo da tampa traseira ainda me falaram que vão avaliar após a abertura a troca da bateria, com isso vai ser cobrado também e possivelmente vai ser mais um valor exorbitante. _x005F_x000D_
Entrei em contato com SAC da Samsung informando esse valor abusivo me deram 72h para verificar me dar um retorno que ate momento ainda não recebi nada."	"
				_x005F_x000D_
Caro cliente,_x005F_x000D_
_x005F_x000D_
 Conforme contato realizado através desta plataforma, os esclarecimentos necessários foram prestados. Além disso, está disponível maiores detalhes no histórico de seu protocolo. Qualquer dúvida estamos à disposição em nosso canal de atendimento no telefone informado pelo nosso especialista._x005F_x000D_
_x005F_x000D_
 Atenciosamente,_x005F_x000D_
  Samsung Eletrônica da Amazônia "	"
				Não avaliado pelo consumidor"
