id	nome	data	estado	cidade	conteudo	resposta	status
21	Mercado Pago	 21/04/2021	MG	Belo Horizonte	"
				Olá, boa tarde, tudo bem? Fui criar uma conta no Mercado Livre, segui todos os passos, enviei selfie, fotos de documentos, mas depois aparece a mensagem de que a minha conta foi suspensa. Eu lembro que usei essa conta em 2013, não consegui entrar mais a época mas não me recordo o motivo. Agora, 8 anos depois, aparece que a conta foi suspensa mas eu nem tenho ideia de qual seja o motivo._x005F_x000D_
_x005F_x000D_
Por isso recorro a esse canal para pedir, por obséquio, que façam uma análise em minha conta para que ela seja (re) ativada para eu poder utilizar e/ou que me informem o motivo dela aparecer suspensa, já que nunca cometi nenhuma ilicitude. _x005F_x000D_
_x005F_x000D_
Em virtude da pandemia eu estou desempregado e tenho filhos pequenos para criar. E o Mercado Livre seria uma ótima ferramenta para eu divulgar meus produtos artesanais e com isso conseguir arcar com o aluguel e outras coisas. Porque vender na rua não posso devido a pandemia e risco de contágio. Portanto pela internet seria o ideal, principalmente no Mercado Livre que é bem quisto e bem conhecido por boa parte da população. Peço encarecidamente que analisem com carinho minha solicitação. Quero muito vender. Se não for possível, que pelo menos informe o que aconteceu de fato para minha conta ser suspensa, pois vocês podem ver no histórico dela de que nunca apliquei golpe em ninguém, nunca tive nenhum problema com ninguém. _x005F_x000D_
_x005F_x000D_
Certo de ser atendido fico desde já agradecido._x005F_x000D_
_x005F_x000D_
Um grande abraço a todos, um bom feriado e ótimo resto de semana. E se cuidem todos vocês, afinal estamos todos no mesmo barco _x005F_x000D_
_x005F_x000D_
Respeitosamente,_x005F_x000D_
_x005F_x000D_
Thiago"	"
				Olá, Thiago!_x005F_x000D_
_x005F_x000D_
Agradeço por ter aguardado a minha resposta._x005F_x000D_
_x005F_x000D_
Entrei em contato com nossa equipe especializada e informo que a restrição aplicada em seu cadastro (apelido: THIAGO.U2) será mantida de forma permanente._x005F_x000D_
_x005F_x000D_
Identificamos comportamentos irregulares que violam os nossos Termos e Condições, por esse motivo, não podemos mais oferecer nossos serviços a você. Deixo um link sobre inabilitação de contas e de alguns esclarecimentos que temos sobre nossos procedimentos, para que possa consultar. https://www.mercadolivre.com.br/ajuda/Inhabilitacao-o-Suspensao-de-usuarios_s1101_x005F_x000D_
_x005F_x000D_
O seu saldo em conta foi liberado para a retirada dos valores._x005F_x000D_
_x005F_x000D_
Caso precise de algo estarei a sua disposição sempre que precisar, se tiver alguma dúvida entre em contato conosco._x005F_x000D_
_x005F_x000D_
Maria _x005F_x000D_
_x005F_x000D_
Mercado Pago_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
22	Mercado Pago	 22/04/2021	MG	Belo Horizonte	"
				hoje minha conta foi indevidamente suspensa, sem motivo algum, simplesmente suspenderam e o meu dinheirocede venda está lá preso não consigo enviar os produtos dos meus clientes, como fica essa situação??"	"
				Olá, Talysson!_x005F_x000D_
_x005F_x000D_
Entrei em contato com nossa equipe especializada e informo que a restrição aplicada em seu cadastro (apelido: SUPERAIPODS3) será mantida de forma permanente._x005F_x000D_
_x005F_x000D_
Identificamos comportamentos irregulares que violam os nossos Termos e Condições, por esse motivo, não podemos mais oferecer nossos serviços a você. Deixo um link sobre inabilitação de contas e de alguns esclarecimentos que temos sobre nossos procedimentos, para que possa consultar. https://www.mercadolivre.com.br/ajuda/Inhabilitacao-o-Suspensao-de-usuarios_s1101_x005F_x000D_
_x005F_x000D_
Notamos que possui saldo disponível em sua conta Mercado Pago e ele será liberado para retirada a partir de 22/07/2021, pois será necessária uma análise mais detalhada. Após a data informada, pedimos que entre em contato através da seção de Contato do Mercado Livre para solicitar a liberação do saldo._x005F_x000D_
_x005F_x000D_
Nessa data a sua conta também será ativa, por conta de algumas informações que tem que ser analisadas._x005F_x000D_
_x005F_x000D_
Pelo computador, no site do Mercado Pago, clique na notificação de suspensão > Entrar em contato > Campo de mensagem. Pelo aplicativo, clique na notificação de suspensão > Fazer uma consulta > Campo de mensagem._x005F_x000D_
_x005F_x000D_
Caso precise de algo estarei a sua disposição sempre que precisar, se tiver alguma dúvida entre em contato conosco._x005F_x000D_
_x005F_x000D_
Maria _x005F_x000D_
_x005F_x000D_
Mercado Pago_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
23	Azul Linhas Aéreas	 22/04/2021	MG	Varginha	"
				Devido a pandemia COVIDXXXXX-X9 solicitei cancelamento com reembolso do voo com reserva BDPC8M no dia 01/04/2020. Foi informado que haveria reembolso após 1 ano do cancelamento da passagem, o que ainda não ocorreu. _x005F_x000D_
Gostaria de esclarecimentos."	"
				Olá Camila, boa tarde!_x005F_x000D_
_x005F_x000D_
Em atenção à reclamação registrada, informamos que, a tratativa consta na carta em anexo. Caso esteja acessando esta plataforma através de seu aparelho celular, solicitamos que ative a rotação automática e visualize a página com o aparelho na horizontal ou puxe a página para a esquerda, afim de visualizar o anexo._x005F_x000D_
_x005F_x000D_
Pedimos a gentileza de responder a avaliação disponibilizada por esta plataforma pois, a mesma é de grande importância para nosso aprimoramento._x005F_x000D_
_x005F_x000D_
Permanecemos à disposição em nosso canal de atendimento SAC (serviço de atendimento ao cliente) 0800 884 4040, Central de Vendas XXXXX-X118 (capitais e regiões metropolitanas) e 0800 887 1118 (demais localidades)._x005F_x000D_
_x005F_x000D_
Agradecemos o contato e lhe desejamos um ótimo dia!_x005F_x000D_
_x005F_x000D_
###S;N;W;D;P;5300###"	"
				Não avaliado pelo consumidor"
24	Pag!	 08/04/2021	MG	Cataguases	"
				Bom dia! ontem efetuei o pagamento de adiantamento do boleto pag,porem não estou vendo a compensação do valor em meu aplicativo pag, pois ainda consta que estou devendo!"	"
				<não respondido pela empresa>"	"
				Não avaliado pelo consumidor"
25	Riachuelo - Loja Online	 20/04/2021	MG	Juiz de Fora	"
				Fiz uma compra de uma peça pela internet, após recebimento, não satisfeita com o produto adquirido, solicitei troca. Fiz a devolução do produto via correios e até hoje não tive nenhum retorno referente à solicitação de troca. Sendo gerado o maior transtorno."	"
				Olá Mariana, espero que esteja bem !_x005F_x000D_
_x005F_x000D_
Encaminhamos mais detalhes da sua solicitação complemento da reclamação._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
_x005F_x000D_
Maria Silva - Equipe Riachuelo Online_x005F_x000D_
Do meu Jeito Riachuelo._x005F_x000D_
Atendimento Loja Virtual_x005F_x000D_
4003 0515 (Capitais e Regiões Metropolitanas)_x005F_x000D_
0800 729 0515 (Demais Localidades)_x005F_x000D_
"	"
				Não avaliado pelo consumidor"
26	Ebanx	 10/04/2021	MG	Patrocínio	"
				Ja fiz reclamação antes eu comprei um detox caps de marcos vendas pela shoope ebank no dia 23/11/2020,no msm dia cancelei a compra,mais ja tinha descontado o valor da minha conta so q ate hj naum tive o reembolso so quero meu dinheiro de volta ou a mercadoria desde ja agradeço"	"
				Olá Solange, _x005F_x000D_
_x005F_x000D_
Verificamos aqui que o seu reembolso foi pago no dia 03/12/2020 para sua conta bancária da Caixa, segue anexo o comprovante._x005F_x000D_
_x005F_x000D_
Qualquer outra dúvida, ficamos a disposição._x005F_x000D_
Equipe de suporte EBANX."	"
				Não avaliado pelo consumidor"
27	Cemig	 15/04/2021	MG	Belo Horizonte	"
				Gostaria novamente de solicitar uma revisão no valor da minha conta de abril/21,pois eu já fiz ano passado esta solicitação na qual me foi atendida.Como expliquei na minha reclamação do ano passado,eu moro sozinha, tenho apenas 1 tv em casa que so ligo a noite, uma geladeira que na qual fica ligada é óbvio, fora isso SOMENTE APOS as +XXXXX-X9:00 em diante que chego em casa que tomo um banho e acendo luzes. Quero com isso mostrar que meu uso de energia é mínimo possível ,pois ganho salário mínimo portanto economizo ao máximo no que posso.Foi feito essa revisão, minha conta abaixou na qual concordei e agradeci,porém foi trocado alguns relógios no condomínio e um deles é o meu,que fez minha conta voltar a ser bastante alta.Peço que dê-me atenção,revisem os valores da minha conta,pois não condizem com os meus gastos.Repito: MORO SOZINHA,SAIO AS 6.30 DA MANHA PRO TRABALHO,RETORNO EM CASA POR VOLTA DAS 19:30 EM DIANTE,TRABALHO AOS SÁBADOS,ENFIM......NÃO JUSTIFICA ESTE VALOR ALTO DE CONTA.Aguardo um retorno,pois já liguei sem sucesso a cemig."	"
				Michelle, boa noite!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429414254._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
28	Cemig	 15/04/2021	MG	Belo Horizonte	"
				Essa reclamação refere-se à cobrança indevida de valores relativos à consumo de energia elétrica. Refere-se a uma sala comercial onde funciona um escritório de advocacia. A título de informação, o consumo médio dessa sala durante o ano de 2020, em que ficou fechada, variou entre 01 a 02 Kw/h por mês ou 0,03 a 0,07 kw/dia. O valor a pagar variava pouco de R$ 48,00 (quarenta e oito reais - arredondamento do valor mínimo) Assim foi entre março de 2020 até outubro de 2020. Em novembro de 2020 recebo uma cobrança relativa ao mês de outubro de : 1039 kw/h; 31,48 kw/dia; totalizando R$ 932,12 (novecentos e trinta e dois reais e doze centavos). O consumo mensal que era de 01 a 02 kw supostamente aumentou para 1039 kw. O consumo diário de 0,03 a 0,07 kw  teve um salto para 31,48kw. A conta de consumo mínimo de R$ 48,00 (arredondamento) aumentou para R$1039,00 (mil e trinta e nove reais). A discrepância é tão absurda que imaginei que a mera comunicação à CEMIG seria suficiente para solucionar a questão. Esse aumento irreal no consumo de uma sala fechada só poderia ser resultado de uma falha no medidor. Nenhum aparelho elétrico ligado ininterruptamente nesse período seria capaz de gerar esse consumo medido e cobrado. Em completa surpresa, desliguei o disjuntor da sala até a data da visita técnica uma vez que o escritório permanecia fechado em razão da pandemia. Procurei a CEMIG e foi agendada uma visita técnica em 24/11/2020. O técnico veio e substituiu o medidor levando o que estava instalado para perícia. Em dezembro de 2020 recebo a conta relativa ao mês de novembro : 792kw/h, 27,31kw/h por dia e total de R$ 750,60 (setecentos e cinquenta reais e sessenta centavos). Totalmente fora da realidade. Em 30/11/2020 recebi uma correspondência de conteúdo incompreensível dizendo que havia sido constatada evidência de irregularidade no medidor mas meu pedido de revisão havia sido considerado improcedente. Contraditório e equivocado. Em 05/01/2021 voltei à sede da CEMIG solicitando explicações sobre essa questão. A atendente me disse que iria suspender a cobrança desses valores absurdos até a realização da perícia do medidor e que eu seria comunicado do resultado. Não fui comunicado de nada até a presente data e contunuo recebendo cobranças desses valores absurdos com ameaças de enviar meu nome para o SPC/SERASA."	"
				José, boa noite!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429414846._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
29	Cemig	 15/04/2021	MG	Ibirit�	"
				Estou no imóvel a mais de 15 anos e a única alteração que tive foi no CNPJ da empresa e alterei o nome da conta. Nisso veio um técnico para fazer isso. Quando foi no dia 27/11/2020 recebi uma carta falando que tinha irregularidade na minha conta. De forma alguma fiz qualquer coisa para alteração a conta como foi descrito na carta. Escrevi uma carta para que a Cemig me respondesse, pois tive varias duvidas sobre a cobrança de uma irregularidade que não tive culpa. A única resposta que tive foi de como seria cobrado a conta."	"
				Julia, boa noite!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429413757._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
30	Cemig	 15/04/2021	MG	Belo Horizonte	"
				Em 09/02/2021 efetuei um pagamento de uma conta atrasada de 01/05/2019. Na conta de cobrança não havia nenhuma informação de cobrança de juros e multas._x005F_x000D_
Porém na conta de vencimento do dia 11/04/2021 veio cobrando juros de 1% ao mês e correção de IGPM relativa a conta atrasada. Porém, não me foi informado sobre os valores extras que seriam cobrado juntamente com a conta do mês de março._x005F_x000D_
Sendo assim, a empresa não pode ludibriar o consumidor e surpreende-lo com cobrança que não foram previamente informada na conta."	"
				Thiago, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429410603._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
31	Cemig	 15/04/2021	MG	Juiz de Fora	"
				Preciso entender quais valores estao em aberto, o aplicativo e o site dizem uma coisa, as contas que chegam em minha residência dizem outra. Preciso da informação precisa pois paguei algumas contas e os valores não estão batendo._x005F_x000D_
Telefone para contato: XXX.XXX.XXX-XX ou XXX.XXX.XXX-XX_x005F_x000D_
Email para envio das contas atualizadas: XXXXXXXXXXX@XXXXX.XXX_x005F_x000D_
Não enviar as que constam no site estão erradas._x005F_x000D_
Nº DO CLIENTE Nº DA INSTALAÇÃO_x005F_x000D_
7001368304 3000218317"	"
				João, boa noite!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429413342._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
32	Cemig	 14/04/2021	MG	Belo Horizonte	"
				Boa tarde meu nome é Filipe Mota Xavier,filho do titular atacilio xavier, no qual nao tenho vinculo,eu sou inscrito no cadastro único_x005F_x000D_
Fiz a solicitação de tarifa solicial,_x005F_x000D_
E a mesma foi efetuada com sucesso_x005F_x000D_
Pessoal eu recebo 179,00 reais de bolsa familia_x005F_x000D_
Pra mim e minha mãe passar o mês,e a conta nesse valor 160,00 para pagar em maio,eu ja tive a minha energia cortada por falta de pagamento,tenho HIV e tem dia que nao tenho dinheiro para ir buscar o meu medicamento,estou desempregado,ainda nem paguei a conta do mes de abril,por questao dessa doença que expliquei."	"
				Felipe, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429406133._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que em retorno a solicitação formalizada no dia 14.04.2021, a mesma foi julgada improcedente._x005F_x000D_
 Esclarecemos que o setor responsável emitiu resposta informando que, a fatura referente a 04/2021 de R$ 160,05 vencimento em 02.05.2021 já se encontra com benefício Tarifa Social._x005F_x000D_
_x005F_x000D_
Segue nossos canais de atendimento para qualquer dúvida: https://novoportal.cemig.com.br/atendimento/canais-de-atendimento/ _x005F_x000D_
                     _x005F_x000D_
Agradecemos o contato no site e colocamo-nos à disposição para maiores informações e/ou esclarecimentos._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/ Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
33	Cemig	 14/04/2021	MG	Sabará	"
				no dia 31/03/21 foi feito uma inspeção aqui em casa e foi constado  desvio de luz no ramal de entrada e levaram os três medidores e já foi concertado no seu devido lugar ,ai vieram  a inspeção de novo  e foi aprovado e pediram para ligar 116 e a atendente da cemig marcou para o dia 08/04/21 e ninguém apareceu e liguei de novo e pedi de novo a religação dos medidores e a atendente falou em 24 horas ele ia vir para religar e já são 14 dias sem luz e tenho um apessoa idosa que meu pai um senhor de 87 anos de toma remédios controlado e ta tomados  os remédios a base de velas  e não pode assistir um televisão porque ta no escuro  e com essa pandemia com ficar em casa sem nada para fazer  e minha contas sao paga antes do vencimento não devo nada a cemig"	"
				Claudia, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429408249._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 15.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
34	Cemig	 14/04/2021	MG	Uberaba	"
				Em XXXXX-XXXXXX-X020 recebi uma conta de energia no valor exorbitante de R$977,45, referente a outubro de 2020. Em reclamação na ouvidoria nº 1146733234, a Cemig se ateve a responder que essa conta se refere a medições que não foram feitas em meses anteriores, e assim houve um acúmulo de medições que geraram essa conta. Como consumidora, entendo ter sido precariamente informada sobre os procedimentos realizados pela Cemig, até porque em nenhum momento anterior  me foi informado por nenhum meio que a Cemig não estava conseguindo fazer as medições, todos os meses recebi normalmente as contas para efetuar os pagamentos."	"
				Caroline, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429407181._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 14.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
35	Cemig	 14/04/2021	MG	Belo Horizonte	"
				RECLAMAÇÃO COMPLETA NO ANEXO EM PDF._x005F_x000D_
_x005F_x000D_
CLÁUDIA APARECIDA PENNA FORTE RODRIGUES, brasileira, casada, portadora da Carteira de Identidade n° MG3615447, inscrita no CPF sob o n°. XXX.XXX.XXX-XX, residente e domiciliada à Rua Carlos Schettino, n° 756, bairro Nova Gameleira, Belo Horizonte/MG, Cep 30.XXXXX-X70, cliente CEMIG de N° 7004580351 comparece, por este documento, apresentando RECURSO ADMINISTRATIVO em face de Aviso de Processo Administrativo identificado CEXXXXX-X5.466/2020._x005F_x000D_
	Da leitura da Notificação enviada pela CEMIG na data de 17/03/2021, afere-se identificação de uma irregularidade descrita no Termo de Ocorrência e Inspeção N° 091271/20, que culminou na revisão do faturamento das contas de luz e gerou um débito de R$ 4.208,50. _x005F_x000D_
A recorrente reside no imóvel objeto da inspeção realizada há cerca 25 anos de forma ininterrupta, sendo que sempre disponibilizou o acesso de propostos da recorrida ao seu imóvel quando requisitada._x005F_x000D_
		No mês de julho/2019, a CEMIG realizou manutenção no relógio após a religação da energia mediante quitação das contas, instalando novos lacres no medidor._x005F_x000D_
No entanto, no dia 02/12/20 a recorrente recebeu visita de um técnico para verificação do medidor, sob o fundamento de constatação de baixo consumo e dissonância com as características do imóvel. _x005F_x000D_
	Na oportunidade, o funcionário, que veio sozinho, informou que o motivo da visita se tratava de verificação pelo baixo volume de consumo de energia, bem como perguntou se o usuário presente, Wenderson Pires Rodrigues, brasileiro, casado, de CPF XXX.XXX.XXX-XX, residente e domiciliado à Rua Carlos Schettino, n° 756, bairro Nova Gameleira, Belo Horizonte/MG, Cep 30.XXXXX-X70,  autorizaria sua entrada na residência, que foi prontamente atendida. _x005F_x000D_
Ao abordar o padrão, o técnico realizou a verificação visual externa, nada encontrando de anormal. Logo, percebeu o recebente a ação voluntária de rompimento dos lacres intactos até então, confirmados pelo próprio presente servidor, bem como seu  laudo técnico. Após tal rompimento, o funcionário obtém acesso visual, nada encontrando, partindo de tal forma para o desmonte do referido equipamento. Ao término, o mesmo afirmou haver um erro técnico, provavelmente cometido na montagem do padrão. Afirmou ainda ter encontrado um lacre interno raspado, porém devidamente lacrado, de forma que começou em seguida a remontá-lo, inserindo novos lacres. Ao fim da visita técnica, o servidor entregou ao recebente os lacres rompidos no processo de inspeção, indagado pelo recebente por que não os levaria para futura perícia e identificação do servidor responsável pelo erro técnico supramencionado, respondendo prontamente ""não posso, porque não quero prejudicar nenhum colega.""  Nestante, o recebente fora solicitado a assinar o Termo de Ocorrência e Inspeção, bem como informado que não teria razões para preocupar-se, pois em se tratando da natureza de erro técnico de próprio funcionário da CEMIG, não lhe seria atribuído nenhuma sanção."	"
				Cláudia, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429395610._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que em retorno a solicitação formalizada no dia 14.04.2021, a mesma foi julgada improcedente. _x005F_x000D_
Esclarecemos que o setor responsável emitiu resposta informando que, as informações são insuficientes para a alteração da revisão de faturamento realizada conforme memória descritiva do cálculo encaminhada junto ao aviso de processo administrativo de irregularidade._x005F_x000D_
Para nova análise, solicitamos que sejam apresentados documentos e informações que justifiquem a revisão dos parâmetros utilizados na cobrança. _x005F_x000D_
_x005F_x000D_
Os procedimentos adotados pela Cemig, no que tange a inspeção, caracterização e cobrança de irregularidade, estão de acordo com a Resolução Normativa nº 414 da ANEEL que é juridicamente válida porque a lei nº 8.987/1995 atribuiu à ANEEL – Agência Nacional de Energia Elétrica – um amplo poder normativo, mediante o qual são estabelecidas regras complementares à Lei, no âmbito da denominada ""discricionariedade técnica""._x005F_x000D_
_x005F_x000D_
Ressaltamos que a irregularidade se deu através de desvio, conforme indica o campo 6 do Termo de Ocorrência de Inspeção nº 091271/20, de 02.12.2020._x005F_x000D_
_x005F_x000D_
A irregularidade detectada (desvio de energia) não é um artifício implementado diretamente no medidor. Trata-se de um caminho alternativo à passagem de energia, fazendo com que parte do consumo não seja captado pelo equipamento de medição. Esse tipo de ocorrência não se confunde com desgaste natural ou defeito no medidor. Caso a(o) referida(o) PN tenha interesse em negociar o débito, solicitamos que entre em contato, conforme carta enviada._x005F_x000D_
_x005F_x000D_
Segue nossos canais de atendimento para qualquer dúvida: https://novoportal.cemig.com.br/atendimento/canais-de-atendimento/ _x005F_x000D_
                     _x005F_x000D_
Agradecemos o contato no site e colocamo-nos à disposição para maiores informações e/ou esclarecimentos._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/ Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
36	Cemig	 14/04/2021	MG	Uberaba	"
				Aluguei o meu imóvel para um parente no prazo de 03 anos. No ano de 2020 retornei e após 07 dias, os técnicos da empresa compareceram até minha residência para realizar a inspeção técnica no equipamento de medição e fui informada por eles que havia irregularidade. O equipamento foi retirado e levado pelos técnicos para análise e instalado outro no lugar. Devido a violação do equipamento de medidor que não é de meu conhecimento, recebi uma multa de R$4.407,24 e conforme a proposta de parcelamento oferecido pela empresa CEMIG , não será um valor razoável para pagamento, que caiba no meu orçamento."	"
				Suely, boa tarde!_x005F_x000D_
_x005F_x000D_
Protocolo de atendimento: 2429393348._x005F_x000D_
_x005F_x000D_
Em atenção ao seu manifesto, informamos que referente a solicitação registrada no dia 14.04.2021, a mesma encontra-se sob análise do setor responsável. Pedimos sua gentileza que continue aguardando a conclusão, e se possível, por enquanto não finalize ou avalie a reclamação aqui no site. _x005F_x000D_
_x005F_x000D_
Apesar de agora a reclamação constar como respondida, ainda estamos avaliando as informações junto ao setor responsável, e assim que for emitido o posicionamento publicaremos aqui no site através da opção de interação, por isso ainda pedimos que você mantenha a reclamação em aberto aqui no site._x005F_x000D_
_x005F_x000D_
É importante que você mantenha a reclamação em aberto para que possamos realizar a nova interação repassando o posicionamento completo da sua solicitação, caso contrário não será possível repassarmos as devidas informações através deste site._x005F_x000D_
_x005F_x000D_
Atenciosamente,_x005F_x000D_
M.L/Equipe Fale com a Cemig._x005F_x000D_
"	"
				Não avaliado pelo consumidor"
